Altium Designer Pick and Place Locations
G:\github-acme\Control_Board_Model_C_(HW_Package)\20201215\Assembly\Pick_n_Place\BG95-M3_Global_TFT_SCREEN\20201215-SGU-Acme_CPU_Control_Board_C201_001_Pick_and_Place.txt

========================================================================================================================
File Design Information:

Date:       22/12/20
Time:       11:16
Revision:   9f4f32aa3b2fdfe45095d4dd2dc0797d616b20d4
Variant:    BG95-M3_Global_TFT_SCREEN
Units used: mil

Designator Comment                                      Layer       Footprint                        Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                          
D13        "LED RED CLEAR 0603 SMD"                     BottomLayer LED_0603                         2925.000      2625.000      270      "Red 631nm LED Indication - Discrete 2V 0603 (1608 Metric)"                                                                                          
D12        MM3Z5V1C                                     BottomLayer SOD-323F                         2600.006      2200.006      90       "Zener Diode 5.1V 200mW ±5% Surface Mount SOD-323F"                                                                                                  
D9         ESDA7P120-1U1M                               BottomLayer ST_QFN_1610                      325.000       2625.000      180      "11.5V Clamp 120A (8/20µs) Ipp Tvs Diode Surface Mount 1610"                                                                                         
D7         SR05-02CTG                                   BottomLayer SOT-143                          1350.000      300.006       180      "TVS DIODE 5VWM 18VC SOT143"                                                                                                                         
D6         SMF05CT1G                                    BottomLayer SOT363_SOP65P210X265-6N          1800.000      2375.000      90       "12.5V Clamp 8A (8/20µs) Ipp Tvs Diode Surface Mount SC-88/SC70-6/SOT-363"                                                                           
D5         SMF05CT1G                                    BottomLayer SOT363_SOP65P210X265-6N          1800.000      1025.000      90       "12.5V Clamp 8A (8/20µs) Ipp Tvs Diode Surface Mount SC-88/SC70-6/SOT-363"                                                                           
C123       "CAP CER 2.2UF 35V X5R 0603"                 TopLayer    C0603                            1820.000      2625.000      270      "2.2µF ±10% 35V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C122       "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            1880.000      2525.000      180      "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C121       "CAP CER 2.2UF 35V X5R 0603"                 TopLayer    C0603                            2135.000      2605.000      360      "2.2µF ±10% 35V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C120       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1235.000      2325.000      270      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C119       CGA2B3X7R1H104K050BB                         TopLayer    C0402                            1550.000      2490.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C118       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            980.000       1380.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C117       "CAP CER 2.2UF 6.3V X5R 0402"                TopLayer    C0402                            980.000       1420.000      360      "2.2µF ±20% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                           
C116       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            2175.000      1785.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C115       "CAP CER 2.2UF 6.3V X5R 0402"                TopLayer    C0402                            2175.000      1825.000      180      "2.2µF ±20% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                           
C114       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            2600.000      765.000       360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C113       "CAP CER 2.2UF 6.3V X5R 0402"                TopLayer    C0402                            2600.000      725.000       360      "2.2µF ±20% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                           
C112       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1425.000      2075.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C111       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      1905.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C110       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      1745.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C109       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      1785.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C124       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            685.000       1775.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C108       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2050.000      1665.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C107       "CAP CER 1UF 16V X5R 0402"                   BottomLayer C0402                            1605.000      1785.000      360      "1µF ±10% 16V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                              
C106       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1605.000      1865.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C105       "CAP CER 1UF 16V X5R 0402"                   BottomLayer C0402                            1685.000      1785.000      180      "1µF ±10% 16V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                              
C104       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1685.000      1865.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C103       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1500.000      1950.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C102       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1975.000      1925.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C101       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            2010.000      1475.000      270      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C100       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1950.000      1450.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C99        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1475.000      1475.000      270      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C98        "CAP CER 10uF X7R 10% 0805"                  BottomLayer C0805                            1475.000      1935.000      180      Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C97        "CAP CER 220PF 50V X7R 0402"                 BottomLayer C0402                            685.000       875.000       270      "220pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C95        "CAP CER 220PF 50V X7R 0402"                 BottomLayer C0402                            635.000       675.000       90       "220pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C96        "CAP CER 4.7UF 35V X7R 0805"                 TopLayer    C0805                            150.000       750.000       180      "CAP CER 4.7UF 35V X7R 0805"                                                                                                                         
C94        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            3275.000      1210.000      90       "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C93        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            3335.000      1210.000      270      "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C92        "CAP CER 10UF 16V X7R 0805"                  TopLayer    C0805                            3500.000      915.000       180      "10µF ±10% 16V Ceramic Capacitor X7R 0805 (2012 Metric)"                                                                                             
C91        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            3660.000      1200.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C90        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            3500.000      1220.000      360      "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C89        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            390.000       660.000       0        "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C88        "CAP CER 1UF 16V X5R 0402"                   BottomLayer C0402                            570.000       775.000       270      "1µF ±10% 16V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                              
C80        "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            3050.000      605.000       90       "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C79        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            3105.000      625.000       90       "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C78        "CAP CER 0.1UF 16V X7R 0402"                 BottomLayer C0402                            295.000       1285.000      90       "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C77        "CAP CER 4.7UF 16V X5R 0603"                 TopLayer    C0603                            200.000       1275.000      360      "4.7µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C76        "CAP CER 4.7UF 16V X5R 0603"                 TopLayer    C0603                            200.000       1335.000      360      "4.7µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C75        "CAP CER 0.1UF 16V X7R 0402"                 BottomLayer C0402                            255.000       1285.000      90       "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C74        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            400.000       950.000       180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C73        "CAP CER 1UF 25V X5R 0603"                   BottomLayer C0603                            390.000       1035.000      90       "1µF ±20% 25V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                              
C72        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3225.000      575.000       360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C71        "CAP CER 2.2UF 6.3V X5R 0402"                TopLayer    C0402                            3700.000      625.000       360      "2.2µF ±20% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                           
C70        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2475.000      1660.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C69        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2575.000      1660.000      270      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C68        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3065.000      1325.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C67        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3065.000      1425.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C66        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            540.000       1125.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C65        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3125.000      1115.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C64        "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1225.000      1510.000      180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C63        "CAP CER 10nF 25V X7R 10% 0402"              TopLayer    C0402                            1225.000      1295.000      90       "Cap Cer 10nF 25V X7R 10% 0402"                                                                                                                      
C62        "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            1185.000      1295.000      90       "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C61        "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1110.000      1425.000      90       "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C60        "CAP CER 22UF 10V X5R 0805"                  TopLayer    C0805                            3710.000      1475.000      270      "22µF ±20% 10V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C59        "CAP CER 22UF 10V X5R 0805"                  TopLayer    C0805                            3625.000      1475.000      270      "22µF ±20% 10V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C58        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            3600.000      1255.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C57        "CAP CER 10uF X7R 10% 0805"                  TopLayer    C0805                            3790.000      1475.000      90       Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C138       "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1225.000      550.000       180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C137       "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1225.000      630.000       180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C136       "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1225.000      710.000       180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C135       "CAP CER 10UF 16V X7R 0805"                  TopLayer    C0805                            1520.000      760.000       180      "10µF ±10% 16V Ceramic Capacitor X7R 0805 (2012 Metric)"                                                                                             
C134       "CAP CER 10UF 16V X7R 0805"                  TopLayer    C0805                            1520.000      845.000       180      "10µF ±10% 16V Ceramic Capacitor X7R 0805 (2012 Metric)"                                                                                             
C133       "CAP CER 1UF 16V X5R 0402"                   TopLayer    C0402                            1180.000      1065.000      270      "1µF ±10% 16V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                              
C132       "CAP CER 1800PF 50V X7R 0402"                TopLayer    C0402                            1490.000      1140.000      270      "1800pF ±5% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C131       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1625.000      990.000       180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C130       "CAP CER 22UF 25V X5R 0805"                  TopLayer    C0805                            1675.000      925.000       180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C129       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1510.000      1200.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C128       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            1625.000      1040.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C56        "CAP CER 1UF 6.3V X5R 0402"                  BottomLayer C0402                            2200.000      2075.000      180      "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C55        "CAP CER 2.2UF 16V X5R 0603"                 BottomLayer C0603                            2130.000      275.000       360      "2.2µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C54        "CAP CER 22UF 25V X5R 0805"                  BottomLayer C0805                            1984.412      265.000       180      "22µF ±20% 25V Ceramic Capacitor X5R 0805 (2012 Metric)"                                                                                             
C53        "CAP CER 0.022UF 25V X7R 0402"               BottomLayer C0402                            1890.000      465.000       90       "0.022µF ±10% 25V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                          
C52        "CAP CER 1UF 6.3V X5R 0402"                  BottomLayer C0402                            1850.000      385.000       90       "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C51        "CAP CER 1000PF 50V X7R 0402"                BottomLayer C0402                            2095.000      550.000       270      "1000pF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                           
C50        "CAP CER 10nF 25V X7R 10% 0402"              BottomLayer C0402                            1975.000      550.000       270      "Cap Cer 10nF 25V X7R 10% 0402"                                                                                                                      
C49        DNP*                                         BottomLayer C0402                            525.000       2650.000      270      "Placeholder for a 0402 capacitor"                                                                                                                   
C48        DNP*                                         BottomLayer C0402                            925.000       2650.000      270      "Placeholder for a 0402 capacitor"                                                                                                                   
C47        "CAP CER 1UF 6.3V X5R 0402"                  TopLayer    C0402                            615.000       2500.000      90       "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C46        "CAP CER 1UF 6.3V X5R 0402"                  TopLayer    C0402                            1015.000      2500.000      90       "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C45        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            750.000       2500.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C44        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1150.000      2500.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C127       "CAP 11MF 3.3V SURFACE MNT"                  BottomLayer CAPCP3225X100N                   1650.000      2320.000      360      "11mF (EDLC) Supercapacitor 3.3V 1210 (3225 Metric)"                                                                                                 
C126       "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            1635.000      2560.000      270      "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C125       "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            1710.000      2525.000      180      "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C43        "CAP CER 0.1UF 16V X7R 0402"                 BottomLayer C0402                            340.000       2390.000      0        "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C42        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            390.000       2200.000      90       "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C41        "CAP CER 10UF 16V X5R 0603"                  TopLayer    C0603                            330.000       2200.000      90       "10µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                             
C40        "CAP CER 0.1UF 16V X7R 0402"                 TopLayer    C0402                            440.000       2200.000      90       "0.1µF ±10% 16V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C38        "CAP CER 10nF 25V X7R 10% 0402"              TopLayer    C0402                            2575.000      1850.000      90       "Cap Cer 10nF 25V X7R 10% 0402"                                                                                                                      
C35        DNP*                                         TopLayer    C0402                            2675.000      2545.000      270      "Placeholder for a 0402 capacitor"                                                                                                                   
C33        DNP*                                         TopLayer    C0402                            2825.000      2545.000      270      "Placeholder for a 0402 capacitor"                                                                                                                   
C32        "CAP CER 10PF 50V C0G/NP0 0402"              TopLayer    C0402                            3525.000      1650.000      180      "10pF ±10% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                        
C31        "CAP CER 10PF 50V C0G/NP0 0402"              TopLayer    C0402                            3335.000      2550.000      90       "10pF ±10% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                        
C30        "CAP CER 33PF 50V C0G/NPO 0402"              TopLayer    C0402                            3525.000      1700.000      180      "33pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                         
C29        "CAP CER 33PF 50V C0G/NPO 0402"              TopLayer    C0402                            3285.000      2550.000      90       "33pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                         
C28        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            3525.000      1750.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C27        "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            3235.000      2550.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C26        "CAP ALUM 100 UF 20% 6.3 V SMD"              TopLayer    WCAP-ASLI_5X5.5                  3700.000      1725.000      270      "100µF 6.3V Aluminum Electrolytic Capacitors Radial, Can - SMD  2000 Hrs @ 105°C"                                                                    
C25        "CAP ALUM 100 UF 20% 6.3 V SMD"              TopLayer    WCAP-ASLI_5X5.5                  3700.000      2075.000      90       "100µF 6.3V Aluminum Electrolytic Capacitors Radial, Can - SMD  2000 Hrs @ 105°C"                                                                    
C24        "CAP CER 2.2UF 6.3V X5R 0402"                BottomLayer C0402                            3315.000      1560.000      180      "2.2µF ±20% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                           
C23        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3315.000      1630.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C20        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            325.000       2510.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C19        "CAP CER 1UF 6.3V X5R 0402"                  TopLayer    C0402                            2270.000      2625.000      270      "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C18        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1245.000      300.000       90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C17        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            1575.000      300.000       270      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C16        "CAP CER 1UF 6.3V X5R 0402"                  BottomLayer C0402                            1675.000      100.000       90       "1µF ±10% 6.3V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                             
C12        "CAP CER 5.6PF 50V NPO 0402"                 TopLayer    C0402                            2135.000      1530.000      180      "5.6pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                    
C11        "CAP CER 5.6PF 50V NPO 0402"                 TopLayer    C0402                            2215.000      1530.000      360      "5.6pF ±0.25pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                    
C10        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      2275.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C9         "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      925.000       180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C8         "CAP CER 10uF X7R 10% 0805"                  TopLayer    C0805                            675.000       410.000       180      Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C7         "CAP CER 10uF X7R 10% 0805"                  TopLayer    C0805                            675.000       320.000       180      Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C6         "CAP CER 10uF X7R 10% 0805"                  TopLayer    C0805                            675.000       500.000       180      Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C5         "CAP CER 10uF X7R 10% 0805"                  BottomLayer C0805                            495.000       235.000       270      Capacitor,10uF,10V,X7R,10%,0805,Murata                                                                                                               
C4         "CAP CER 10UF 25V X7R 1206"                  TopLayer    C1206                            225.000       550.000       360      "10µF ±10% 25V Ceramic Capacitor X7R 1206 (3216 Metric)"                                                                                             
C3         "CAP CER 4.7UF 10V X5R 0603"                 TopLayer    C0603                            400.000       555.000       180      "4.7µF ±10% 10V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                            
C2         "CAP CER 0.047UF 50V X7R 0402"               TopLayer    C0402                            400.000       500.000       360      "0.047µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                          
C1         "CAP CER 1UF 16V X5R 0603"                   TopLayer    C0603                            175.000       445.000       360      "1µF ±10% 16V Ceramic Capacitor X5R 0603 (1608 Metric)"                                                                                              
B1         "CAP 11MF 3.3V SURFACE MNT"                  BottomLayer CAPCP3225X100N                   2075.000      1550.000      360      "11mF (EDLC) Supercapacitor 3.3V 1210 (3225 Metric)"                                                                                                 
U1         BQ25611DRTWT                                 TopLayer    RTW0024                          350.000       375.000       360      "Charger IC Lithium Ion/Polymer 24-WQFN (4x4)"                                                                                                       
U6         BG95-M3                                      TopLayer    BG95                             3075.000      2025.000      360      "LTE Cat M1, LTE Cat NB2 and EGPRS Transceiver Module Antenna Not Included Surface Mount"                                                            
U20        EMIF06-MSD02N16                              BottomLayer QFN_3.5X1.2-16L                  3225.000      675.000       360      "RC (Pi) EMI Filter 2nd Order Low Pass 6 Channel R = 45Ohms, C = 20pF (Total)  16-UFDFN Exposed Pad"                                                 
U25        ECMF02-2AMX6                                 BottomLayer QFN-6L                           400.000       815.000       180      "2 Line Common Mode Choke Surface Mount  200mA DCR 2.5Ohm"                                                                                           
U35        "RV-3028-C7 32.768KHZ 1PPM-TA-QC"            TopLayer    8-SON_(3.2X1.5)                  1650.000      2450.000      90       "2-Bit Bidirectional Voltage-Level Translator for Open-Drain Application"                                                                            
Q13        EM6M2T2R                                     BottomLayer SON_400UV-7_DIO                  850.000       175.000       180      "Mosfet Array N and P-Channel 20V 200mA 150mW Surface Mount EMT6"                                                                                    
Q1         DMN32D2LV-7                                  BottomLayer SON_400UV-7_DIO                  1350.000      650.000       270      "Mosfet Array 2 N-Channel (Dual) 30V 400mA 400mW Surface Mount SOT-563"                                                                              
Q9         DMN32D2LV-7                                  BottomLayer SON_400UV-7_DIO                  3125.000      2025.000      90       "Mosfet Array 2 N-Channel (Dual) 30V 400mA 400mW Surface Mount SOT-563"                                                                              
Q12        DMN32D2LV-7                                  BottomLayer SON_400UV-7_DIO                  660.000       775.000       270      "Mosfet Array 2 N-Channel (Dual) 30V 400mA 400mW Surface Mount SOT-563"                                                                              
P19        "THERMISTOR NTC 10KOHM 3380K 0603"           BottomLayer R0603                            375.000       115.000       360      "NTC Thermistor 10k 0603 (1608 Metric)"                                                                                                              
C143       "CAP CER 1UF 16V X5R 0402"                   TopLayer    C0402                            740.000       1125.000      90       "1µF ±10% 16V Ceramic Capacitor X5R 0402 (1005 Metric)"                                                                                              
C144       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            700.000       1125.000      90       "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C22        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            3725.000      1975.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
R128       DNP*                                         TopLayer    R0402                            660.000       1125.000      270      "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R122       DNP*                                         TopLayer    R0402                            620.000       1125.000      90       "Placeholder for a 0402 resistor"                                                                                                                    
R121       "RES SMD 0 OHM JUMPER 1/16W 0402"            TopLayer    R0402                            720.000       930.000       90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R49        "RES SMD 0 OHM JUMPER 1/16W 0402"            BottomLayer R0402                            3310.000      2275.000      90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R48        "RES SMD 0 OHM JUMPER 1/16W 0402"            BottomLayer R0402                            3350.000      2275.000      90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
